epoch,train_loss,eval_loss,eval_top1,eval_top5,test_loss,test_top1,test_top5,lr,Active layers,Total Training Time (s),Epoch Time (s),FLOPs,Layers,Spectral norm,Frobenius norm
142,1.550261861038208,0.6509643161773682,82.18,98.93,0.6520215935707092,82.16,98.87,5.8765502949954203e-05,34,4185.341817378998,29.047845363616943,308427371520.0,4862,8705.9072265625,1026435.0
143,1.5584123253822326,0.6573885232925415,82.5,98.87,0.6565613840103149,82.61,98.89,5.8295718870743426e-05,34,4214.576107740402,29.027151346206665,310584066048.0,4896,8705.9423828125,1026432.125
144,1.5660707365989686,0.6637681604385376,82.35,98.8,0.6644278141021729,82.5,98.79,5.782557337881911e-05,34,4243.798691511154,29.010684967041016,312740760576.0,4930,8705.953125,1026427.9375
145,1.548167677974701,0.6672204565048218,82.24,98.83,0.6672529145240784,82.29,98.85,5.735511803093248e-05,34,4273.019510507584,28.994044065475464,314897455104.0,4964,8705.9755859375,1026423.6875
146,1.5543218713760376,0.6614361516952515,82.49,98.89,0.6609038325309753,82.78,98.89,5.6884404417813995e-05,34,4302.239192247391,28.95974588394165,317054149632.0,4998,8706.0029296875,1026419.9375
147,1.5633907044410706,0.6667739407539368,82.68,98.93,0.667062946510315,82.75,99.01,5.6413484158515766e-05,34,4331.498826742172,29.02280569076538,319210844160.0,5032,8706.0224609375,1026416.875
148,1.5287843383789061,0.6492142687797546,82.57,98.85,0.6505051655769348,82.6,98.77,5.594240889475107e-05,34,4360.743507146835,29.002244472503662,321367538688.0,5066,8706.0966796875,1026419.5
149,1.5664722165107727,0.6545070669174194,82.25,98.82,0.6533630343437195,82.45,98.78,5.547123028523106e-05,34,4390.010222434998,29.055413484573364,323524233216.0,5100,8706.1201171875,1026416.9375
150,1.555463668346405,0.6525530962944031,82.51,98.98,0.6518440363883972,82.68,99.03,5.5e-05,34,4419.2001185417175,28.983153104782104,325680927744.0,5134,8706.1513671875,1026413.9375
151,1.529534899520874,0.6357751361846924,82.65,98.97,0.6352916729927063,82.88,98.94,5.452876971476894e-05,34,4448.440467834473,29.032013177871704,327837622272.0,5168,8706.1904296875,1026411.125
152,1.5637909932136536,0.6560298069000244,82.91,98.94,0.6541746913909912,82.88,98.94,5.405759110524895e-05,34,4477.744940519333,29.096020698547363,329994316800.0,5202,8706.2080078125,1026408.375
153,1.5475560636520387,0.6579535793304443,82.2,98.89,0.6570306948661804,82.32,98.91,5.358651584148423e-05,34,4507.094703912735,29.066338777542114,332151011328.0,5236,8706.236328125,1026405.3125
154,1.552473269367218,0.6513094894409179,82.72,98.97,0.6495684882164001,82.69,98.98,5.3115595582186016e-05,34,4536.3517870903015,29.05014157295227,334307705856.0,5270,8706.2568359375,1026402.625
155,1.5253891019821166,0.631054047203064,83.41,99.03,0.6300635262489319,83.45,99.03,5.264488196906753e-05,34,4565.597132205963,29.03758478164673,336464400384.0,5304,8706.2998046875,1026400.3125
156,1.5440249258995056,0.6526874756813049,83.18,99.01,0.6518812010765076,83.14,99.12,5.217442662118091e-05,34,4594.88530254364,29.07235312461853,338621094912.0,5338,8706.3193359375,1026394.4375
157,1.568599224472046,0.6540662729263306,82.93,98.83,0.6537087282180786,83.15,98.86,5.1704281129256584e-05,34,4624.133002996445,29.03438687324524,340777789440.0,5372,8706.32421875,1026388.375
158,1.555421725177765,0.6333502356052398,82.85,98.98,0.6338279773235321,82.97,98.9,5.12344970500458e-05,34,4653.416362047195,29.04672408103943,342934483968.0,5406,8706.330078125,1026382.875
159,1.5542685560226441,0.6354277913093567,83.36,99.0,0.6357755625724792,83.31,99.07,5.076512590066686e-05,34,4682.677098751068,29.03832221031189,345091178496.0,5440,8706.3466796875,1026377.375
160,1.5483476432800294,0.6646292822837829,82.92,98.96,0.6637391208648682,82.9,98.95,5.0296219152955604e-05,34,4711.994546413422,29.073588609695435,347247873024.0,5474,8706.359375,1026374.8125
161,1.5486321667671203,0.6444134104728698,83.32,98.96,0.643019653224945,83.5,99.01,4.982782822782101e-05,34,4741.241529941559,29.033318758010864,349404567552.0,5508,8706.4033203125,1026373.375
162,1.5224476223945618,0.6281757828712463,83.47,99.06,0.6298297832489014,83.38,99.04,4.9360004489606314e-05,34,4770.459469795227,29.00427532196045,351561262080.0,5542,8706.462890625,1026375.4375
163,1.554639884185791,0.6336143492698669,83.28,98.95,0.6341847925186157,83.35,99.09,4.889279924045631e-05,34,4799.721024274826,29.049384117126465,353717956608.0,5576,8706.4833984375,1026372.0
164,1.539280298423767,0.6250416594982148,83.04,99.03,0.623684473323822,83.18,99.04,4.8426263714691496e-05,34,4828.946254730225,29.02007532119751,355874651136.0,5610,8706.52734375,1026370.375
165,1.5428281735420226,0.6345275517463684,83.2,99.09,0.6342893941879273,83.29,98.99,4.7960449073189627e-05,34,4858.179800033569,28.999347925186157,358031345664.0,5644,8706.5380859375,1026367.1875
166,1.5418824013710022,0.6348309325218201,83.19,98.96,0.6338606974601746,83.33,99.03,4.7495406397775396e-05,34,4887.522913217545,29.04961109161377,360188040192.0,5678,8706.564453125,1026363.875
167,1.5333977527618408,0.6232317936897278,83.06,99.06,0.623682364654541,83.62,98.96,4.703118668561876e-05,34,4916.691110610962,28.95889902114868,362344734720.0,5712,8706.58984375,1026362.125
168,1.5408037249565125,0.6310827340126037,83.4,99.02,0.6316663454055786,83.22,98.93,4.65678408436424e-05,34,4945.976008415222,29.04585886001587,364501429248.0,5746,8706.5751953125,1026353.375
169,1.548797831439972,0.6318649299621582,83.34,98.92,0.6303241848945618,83.43,98.93,4.610541968293932e-05,34,4975.24746465683,29.05822205543518,366658123776.0,5780,8706.5859375,1026348.75
170,1.5294367400169373,0.6373541805267334,83.34,99.02,0.6372631789207458,83.39,98.95,4.564397391320083e-05,34,5004.536905288696,29.07648754119873,368814818304.0,5814,8706.603515625,1026344.25
171,1.548612737941742,0.6209505477905274,83.5,99.05,0.6209277920722961,83.42,99.06,4.5183554137155586e-05,34,5033.856312274933,29.080703020095825,370971512832.0,5848,8706.5986328125,1026336.6875
172,1.5564096787452697,0.6385093750953674,83.27,98.89,0.6394696328163147,83.11,98.89,4.47242108450205e-05,34,5063.116172075272,29.044067859649658,373128207360.0,5882,8706.5927734375,1026330.6875
173,1.54370295753479,0.6312247186660767,83.59,99.05,0.631351320552826,83.27,99.04,4.426599440896387e-05,34,5092.482577800751,29.157022714614868,375284901888.0,5916,8706.6103515625,1026326.8125
174,1.5095640897750855,0.6393357051849365,83.67,99.13,0.6403487484931946,83.52,99.14,4.380895507758154e-05,34,5121.79057264328,29.093728065490723,377441596416.0,5950,8706.6396484375,1026325.0625
175,1.5346833004951477,0.6269763174057007,83.63,99.02,0.6274529362678528,83.72,99.06,4.335314297038657e-05,34,5151.110215187073,29.108433723449707,379598290944.0,5984,8706.6591796875,1026323.1875
176,1.5315186295509338,0.6345656484603882,83.44,99.11,0.6355036410331726,83.48,99.05,4.289860807231306e-05,34,5180.451642990112,29.106953859329224,381754985472.0,6018,8706.6640625,1026317.6875
177,1.5396251605033875,0.6237193030357361,83.29,99.01,0.6247618060111999,83.31,98.96,4.244540022823468e-05,34,5209.75191116333,29.088292837142944,383911680000.0,6052,8706.67578125,1026313.25
178,1.5138908059120177,0.6261624124526978,83.94,99.01,0.6262666040420533,83.97,99.1,4.199356913749877e-05,34,5239.046845436096,29.08349919319153,386068374528.0,6086,8706.6904296875,1026308.875
179,1.5359193258285522,0.6410619020462036,83.52,98.96,0.6420744491577148,83.37,98.88,4.1543164348476104e-05,34,5268.481374263763,29.141934633255005,388225069056.0,6120,8706.6845703125,1026301.125
180,1.5295050802230834,0.6294764213562012,83.48,99.04,0.6286185594558715,83.71,99.05,4.109423525312737e-05,34,5297.896071195602,29.182820081710815,390381763584.0,6154,8706.69921875,1026296.375
181,1.5473377135276793,0.6275164033889771,84.04,98.93,0.6272140312194824,83.97,98.96,4.0646831081586854e-05,34,5327.164827823639,29.055492639541626,392538458112.0,6188,8706.689453125,1026290.1875
182,1.5593683322906493,0.6303836552619934,83.88,99.01,0.6311919449806214,83.5,99.02,4.020100089676376e-05,34,5356.446517467499,29.044349670410156,394695152640.0,6222,8706.6796875,1026283.4375
183,1.5513870573997497,0.6290597350120545,84.18,99.02,0.629873360824585,83.98,99.01,3.975679358896189e-05,34,5385.684490680695,29.02906084060669,396851847168.0,6256,8706.6728515625,1026276.3125
184,1.5258093022346497,0.6272548145294189,84.03,99.1,0.6273282269477845,84.07,99.09,3.9314257870518325e-05,34,5414.908860683441,29.011242389678955,399008541696.0,6290,8706.681640625,1026271.4375
185,1.5145106360435485,0.6142021065711976,84.11,99.13,0.6154708037376404,84.03,99.15,3.88734422704615e-05,34,5444.160242319107,29.044708013534546,401165236224.0,6324,8706.6904296875,1026266.5
186,1.5151757581710816,0.6220218547821045,83.98,99.09,0.6231120582580566,83.77,99.07,3.8434395129189505e-05,34,5473.485729455948,29.111843824386597,403321930752.0,6358,8706.7109375,1026263.8125
187,1.55662062625885,0.6240353978157044,84.13,99.1,0.6246352443695068,84.0,99.06,3.799716459316898e-05,34,5502.749426603317,29.025915145874023,405478625280.0,6392,8706.708984375,1026258.8125
188,1.5277445209503173,0.6325190484046936,83.91,99.01,0.632969822692871,83.82,98.89,3.756179860965537e-05,34,5532.054281949997,29.06669569015503,407635319808.0,6426,8706.7314453125,1026255.75
189,1.5351585487365722,0.6159423537254334,84.26,99.13,0.6161847473144532,84.36,99.0,3.7128344921434866e-05,34,5561.321581125259,29.05105495452881,409792014336.0,6460,8706.748046875,1026252.0625
190,1.5436681570053101,0.6348999073028564,84.07,99.01,0.6338303903579712,83.83,98.94,3.669685106158899e-05,34,5590.543872356415,29.007909059524536,411948708864.0,6494,8706.7548828125,1026248.6875
191,1.517845701789856,0.6029642941474914,84.18,99.08,0.6026953788757324,84.3,99.15,3.6267364348281956e-05,34,5619.904627799988,29.07973313331604,414105403392.0,6528,8706.7841796875,1026246.125
192,1.5089113729476928,0.6044170812606812,84.27,99.1,0.6048841914176941,84.12,99.06,3.583993187957173e-05,34,5649.183755159378,29.036514043807983,416262097920.0,6562,8706.79296875,1026241.125
193,1.5345787508010864,0.6053008410453796,84.3,99.11,0.6043686790466308,84.56,99.11,3.541460052824527e-05,34,5678.457962751389,29.06080150604248,418418792448.0,6596,8706.794921875,1026236.9375
194,1.518871125125885,0.6082037529945373,83.95,99.11,0.6092622958183288,84.14,99.11,3.4991416936678275e-05,34,5707.664165973663,28.997676849365234,420575486976.0,6630,8706.79296875,1026230.0625
195,1.5175250188827514,0.608320379447937,83.9,99.0,0.6072960298538208,84.02,99.01,3.45704275117204e-05,34,5736.82409286499,28.946941137313843,422732181504.0,6664,8706.7919921875,1026225.4375
196,1.5181004668235778,0.6098856519699096,84.12,99.13,0.6092428072929382,84.32,99.05,3.415167841960624e-05,34,5766.096567153931,29.0633065700531,424888876032.0,6698,8706.787109375,1026220.0625
197,1.5240270833015441,0.6096359292984008,84.35,99.1,0.6094884457588196,84.5,99.06,3.3735215580892576e-05,34,5795.396158218384,29.092201471328735,427045570560.0,6732,8706.7783203125,1026212.375
198,1.5216345569610596,0.6224051287651062,83.65,99.07,0.6226949544906616,83.84,99.12,3.3321084665422807e-05,34,5824.640566825867,28.99799633026123,429202265088.0,6766,8706.759765625,1026205.125
199,1.5223866592407227,0.605301851272583,84.32,99.06,0.6040480586051941,84.34,99.12,3.2909331087318666e-05,34,5853.903348207474,29.033157348632812,431358959616.0,6800,8706.751953125,1026198.4375
200,1.530999642276764,0.617224266242981,84.41,99.05,0.6148441026687622,84.29,99.08,3.249999999999999e-05,34,5883.124967575073,29.01384711265564,433515654144.0,6834,8706.7529296875,1026194.5
201,1.516957698059082,0.6096590840339661,83.97,99.05,0.6088239748954773,84.11,99.09,3.209313629123329e-05,34,5912.348992586136,29.010331630706787,435672348672.0,6868,8706.7724609375,1026191.5
202,1.5219072118759156,0.6074515594482421,84.62,99.18,0.6069819443702698,84.58,99.08,3.168878457820915e-05,34,5941.612231016159,29.022063970565796,437829043200.0,6902,8706.7705078125,1026187.5
203,1.5053781789779663,0.6130547917366028,84.2,99.08,0.6126425459861755,84.28,99.12,3.128698920264951e-05,34,5970.870810747147,29.027482748031616,439985737728.0,6936,8706.78515625,1026184.25
204,1.5041584366798402,0.5989656262397766,84.76,99.06,0.5989214350700378,84.36,99.05,3.088779422594516e-05,34,6000.147353649139,28.996063947677612,442142432256.0,6970,8706.798828125,1026181.375
205,1.5377304238319398,0.6204557887077331,84.51,99.13,0.6211563800811768,84.45,99.15,3.04912434243238e-05,34,6029.435896396637,29.075713872909546,444299126784.0,7004,8706.783203125,1026173.625
206,1.5118556761741637,0.6165097092628479,84.23,99.13,0.6175793287277221,84.51,99.09,3.0097380284049524e-05,34,6058.628413677216,28.984905004501343,446455821312.0,7038,8706.78515625,1026168.8125
207,1.5300395149230956,0.6143665158271789,84.72,99.13,0.6140677597999573,84.79,99.07,2.9706247996654133e-05,34,6087.877623558044,29.036045789718628,448612515840.0,7072,8706.78515625,1026163.5
208,1.535215891933441,0.613563100528717,84.44,99.04,0.6156493402481079,84.09,99.06,2.9317889454200577e-05,34,6117.125209569931,29.039960622787476,450769210368.0,7106,8706.7734375,1026157.875
209,1.5192320846557616,0.6063211122512817,84.57,99.14,0.6065665560722351,84.57,99.18,2.893234724457945e-05,34,6146.354368686676,29.015202045440674,452925904896.0,7140,8706.7685546875,1026152.375
210,1.5293261368751525,0.6296889598846436,84.55,99.16,0.6278251955986023,84.52,99.15,2.8549663646838717e-05,34,6175.442929267883,28.873765230178833,455082599424.0,7174,8706.7470703125,1026144.8125
211,1.4967546511650085,0.5898422019004822,84.31,99.11,0.5888789766311645,84.38,99.08,2.8169880626547284e-05,34,6204.591289997101,28.933775663375854,457239293952.0,7208,8706.75390625,1026141.125
212,1.5139073692321778,0.6167197221755981,84.63,99.12,0.6155921213150024,84.49,99.07,2.7793039831193136e-05,34,6233.636642932892,28.83366084098816,459395988480.0,7242,8706.7333984375,1026132.5
213,1.516067852306366,0.6068495055198669,84.74,99.14,0.6061499105453492,84.77,99.16,2.741918258561607e-05,34,6262.759423971176,28.877569913864136,461552683008.0,7276,8706.7158203125,1026125.6875
214,1.5295391582489013,0.6068926223754882,84.75,99.09,0.6079270904541015,84.67,99.08,2.7048349887476037e-05,34,6291.865072250366,28.871005296707153,463709377536.0,7310,8706.6943359375,1026118.5
215,1.5054566787719728,0.5875492285728454,84.53,99.16,0.5886951088905334,84.52,99.2,2.6680582402757323e-05,34,6321.105369091034,29.027291297912598,465866072064.0,7344,8706.7197265625,1026117.5625
216,1.5138919888496398,0.6025360455513,84.77,99.11,0.6025112637519836,84.94,99.12,2.631592046130896e-05,34,6350.361647367477,29.04543423652649,468022766592.0,7378,8706.7236328125,1026114.5
217,1.5110105891227723,0.6087609025955201,84.73,99.15,0.6098335759162903,84.47,99.11,2.5954404052422233e-05,34,6379.717478275299,29.072576999664307,470179461120.0,7412,8706.7236328125,1026110.5
218,1.5208075674057007,0.5992114864349365,84.52,99.19,0.5981742545127868,84.72,99.27,2.5596072820445268e-05,34,6408.957340955734,29.025497436523438,472336155648.0,7446,8706.734375,1026108.0625
219,1.5029137238502503,0.5908738593101501,84.52,99.14,0.5915231605529785,84.66,99.11,2.524096606043566e-05,34,6438.174705982208,29.004656076431274,474492850176.0,7480,8706.744140625,1026105.125
220,1.5050422971725463,0.603830316734314,84.66,99.2,0.6044461376190186,84.63,99.22,2.488912271385138e-05,34,6467.378520011902,28.982632875442505,476649544704.0,7514,8706.744140625,1026101.0
221,1.5171614168167114,0.5978036334037781,84.96,99.14,0.5985945853233338,84.8,99.1,2.4540581364280276e-05,34,6496.448264598846,28.857210159301758,478806239232.0,7548,8706.7431640625,1026097.375
222,1.5022561139106752,0.6037864831924439,84.68,99.02,0.6039045157432557,84.52,99.14,2.4195380233209008e-05,34,6525.668493032455,29.00918674468994,480962933760.0,7582,8706.740234375,1026093.25
223,1.5054263796806335,0.5896315837860108,84.76,99.07,0.590087008857727,84.62,99.08,2.38535571758317e-05,34,6554.8831877708435,29.00429081916809,483119628288.0,7616,8706.7421875,1026089.25
224,1.4918994283676148,0.6007672297477722,84.67,99.13,0.5987873759269714,84.72,99.15,2.3515149676898552e-05,34,6584.1031703948975,29.009467840194702,485276322816.0,7650,8706.740234375,1026084.375
225,1.5001571303367616,0.5981239110946656,84.73,99.19,0.5996478188514709,84.57,99.16,2.3180194846605367e-05,34,6613.365415096283,29.029725313186646,487433017344.0,7684,8706.7392578125,1026079.125
226,1.5148132538795471,0.5946706166267395,84.75,99.12,0.5957090769767761,84.71,99.14,2.284872941652386e-05,34,6642.587704896927,29.01423168182373,489589711872.0,7718,8706.728515625,1026074.3125
227,1.5085693556785584,0.5870016334533691,84.8,99.2,0.5860784602165222,84.76,99.13,2.2520789735573704e-05,34,6671.808225870132,29.00824785232544,491746406400.0,7752,8706.71484375,1026068.4375
228,1.5111833939552306,0.5862136003494263,85.12,99.08,0.5872036770820618,84.82,99.15,2.2196411766036492e-05,34,6701.032156944275,29.014126777648926,493903100928.0,7786,8706.7060546875,1026063.6875
229,1.49530243806839,0.5953718241691589,85.05,99.16,0.5930826395988464,85.0,99.15,2.1875631079611972e-05,34,6730.30415725708,29.060047388076782,496059795456.0,7820,8706.69140625,1026057.625
230,1.5179938759803773,0.5963895057678222,84.82,99.06,0.5984132731437684,84.58,99.07,2.1558482853517253e-05,34,6759.63018989563,29.014235019683838,498216489984.0,7854,8706.67578125,1026051.5625
231,1.5260509947776795,0.5992194268226624,84.9,99.05,0.5997255708694458,84.92,98.96,2.124500186662932e-05,34,6788.863126516342,29.022068738937378,500373184512.0,7888,8706.6591796875,1026045.8125
232,1.5144522986412048,0.5886724267482758,84.71,99.12,0.5880386486053467,84.94,99.08,2.093522249567097e-05,34,6818.115980148315,29.01669716835022,502529879040.0,7922,8706.6494140625,1026040.3125
233,1.5179118980407715,0.5940845525741577,84.87,99.14,0.5942424946784973,85.14,99.16,2.06291787114411e-05,34,6847.318559885025,28.988927125930786,504686573568.0,7956,8706.6533203125,1026037.4375
234,1.5035172941207886,0.6007929245948791,84.93,99.18,0.6003715105056763,84.68,99.12,2.0326904075089492e-05,34,6876.546571969986,29.01392388343811,506843268096.0,7990,8706.6484375,1026033.4375
235,1.5088612652778626,0.5958923501014709,84.87,99.11,0.5968791606903077,84.81,99.05,2.0028431734436313e-05,34,6905.7968163490295,29.039076566696167,508999962624.0,8024,8706.65625,1026030.8125
236,1.5114827483177184,0.5890152806282043,85.05,98.99,0.5893503336906433,84.94,99.06,1.9733794420337214e-05,34,6934.994375705719,28.983376502990723,511156657152.0,8058,8706.6552734375,1026027.6875
237,1.4954317794799805,0.5932259168148041,84.86,99.24,0.5919256268501282,84.96,99.13,1.9443024443093942e-05,34,6964.225810289383,29.019951343536377,513313351680.0,8092,8706.6494140625,1026023.4375
238,1.5127376881599426,0.5992915603637695,85.17,99.19,0.5993470423698425,85.36,99.13,1.915615368891117e-05,34,6993.418217182159,28.980558395385742,515470046208.0,8126,8706.634765625,1026018.8125
239,1.5204029761314393,0.5965413039207459,85.03,99.03,0.5965439167022705,84.92,99.12,1.8873213616399855e-05,34,7022.59782910347,28.96745491027832,517626740736.0,8160,8706.6240234375,1026014.3125
240,1.5280443363189697,0.5962910700798034,85.0,99.15,0.5951944525718689,85.24,99.11,1.859423525312737e-05,34,7051.888512372971,29.01464295387268,519783435264.0,8194,8706.6201171875,1026009.6875
241,1.503202706336975,0.594975159072876,85.28,99.23,0.594687641620636,85.54,99.16,1.831924919221506e-05,34,7081.219982624054,29.122443437576294,521940129792.0,8228,8706.6064453125,1026004.6875
242,1.5086874000549317,0.5902682703971863,84.86,99.13,0.5897590186119079,84.91,99.09,1.804828558898332e-05,34,7110.455311536789,29.02190089225769,524096824320.0,8262,8706.599609375,1026000.875
243,1.5143304956436157,0.5980595339775086,85.11,99.15,0.5981519952774048,85.12,99.07,1.7781374157644715e-05,34,7139.728320837021,29.037455797195435,526253518848.0,8296,8706.5859375,1025995.9375
244,1.504218734550476,0.590057861995697,85.36,99.08,0.5895386150360108,85.36,99.07,1.7518544168045528e-05,34,7168.852009534836,28.896615266799927,528410213376.0,8330,8706.576171875,1025991.625
245,1.4993509327888488,0.5913462345123291,85.42,99.2,0.5932641805648804,85.39,99.19,1.7259824442455923e-05,34,7198.085433959961,29.020788192749023,530566907904.0,8364,8706.5673828125,1025986.75
246,1.5073696662902831,0.602578243637085,85.01,99.12,0.6019794134140015,85.32,99.13,1.7005243352409324e-05,34,7227.292459487915,28.99897527694702,532723602432.0,8398,8706.55859375,1025982.0
247,1.5202932929039001,0.5921762902259826,85.2,99.16,0.593436978340149,85.24,99.1,1.6754828815591133e-05,34,7256.412518262863,28.91261863708496,534880296960.0,8432,8706.5419921875,1025976.25
248,1.534832061290741,0.5937712800979614,85.02,99.12,0.59449884557724,84.99,99.07,1.6508608292777204e-05,34,7285.447729349136,28.821040630340576,537036991488.0,8466,8706.5205078125,1025970.125
249,1.5269334367752074,0.5881899161338806,85.08,99.15,0.5859293874740601,85.35,99.13,1.6266608784822544e-05,34,7314.491955280304,28.834054231643677,539193686016.0,8500,8706.50390625,1025964.8125
250,1.4974279644966126,0.5859226568222046,85.23,99.14,0.5877857621192932,84.98,99.16,1.602885682970027e-05,34,7343.557477712631,28.83076572418213,541350380544.0,8534,8706.4873046875,1025958.9375
251,1.4805526695251465,0.5856386073112487,85.36,99.14,0.5847307424545288,85.25,99.06,1.5795378499591472e-05,34,7372.619677305222,28.81517767906189,543507075072.0,8568,8706.4697265625,1025953.0
252,1.4969666993141175,0.5855910712242126,85.19,99.19,0.5863546914100647,85.17,99.14,1.556619939802614e-05,34,7401.706770896912,28.809157133102417,545663769600.0,8602,8706.447265625,1025946.75
253,1.511032502555847,0.587755982208252,85.1,99.08,0.5889713774681091,85.15,99.1,1.5341344657075355e-05,34,7430.823675870895,28.904393911361694,547820464128.0,8636,8706.4248046875,1025941.125
254,1.5025963335037231,0.5934460960388184,84.97,99.1,0.5940291953086853,85.0,99.08,1.5120838934595337e-05,34,7460.010339021683,28.978605031967163,549977158656.0,8670,8706.396484375,1025933.875
255,1.5028083627700806,0.5881675681114197,85.3,99.11,0.5914345132827759,85.13,99.14,1.490470641152345e-05,34,7489.272545814514,29.044891834259033,552133853184.0,8704,8706.369140625,1025927.125
256,1.5153279836654663,0.5888201610565186,85.15,99.17,0.5899507274627686,85.36,99.19,1.469297078922643e-05,34,7518.471377372742,28.973816871643066,554290547712.0,8738,8706.3779296875,1025926.25
257,1.4753873999595641,0.5774783298492432,84.71,99.16,0.5769290224075317,85.09,99.17,1.4485655286901294e-05,34,7547.774781227112,29.064128637313843,556447242240.0,8772,8706.3955078125,1025926.125
258,1.5018104878425598,0.581734264755249,85.1,99.18,0.582899160194397,85.02,99.2,1.428278263902913e-05,34,7576.984073877335,29.00142192840576,558603936768.0,8806,8706.4033203125,1025925.25
259,1.5087806324005126,0.5928625619888306,85.17,99.19,0.5909435719490052,85.38,99.19,1.4084375092881918e-05,34,7606.231803178787,29.007697105407715,560760631296.0,8840,8706.404296875,1025922.9375
260,1.4958844937324525,0.5843459588050842,85.08,99.16,0.5844834198951722,84.96,99.17,1.3890454406082966e-05,34,7635.442535400391,28.999536991119385,562917325824.0,8874,8706.4169921875,1025922.0
261,1.4899701483726502,0.5812313960075378,85.26,99.15,0.5795996675491333,85.08,99.16,1.3701041844220859e-05,34,7664.721508741379,29.066542387008667,565074020352.0,8908,8706.41796875,1025919.6875
262,1.4898212307929992,0.5891687436103821,85.24,99.1,0.5901927393913269,85.19,99.09,1.3516158178517472e-05,34,7693.996377706528,29.06474018096924,567230714880.0,8942,8706.4150390625,1025917.75
263,1.4842419188499452,0.5829340914726258,85.49,99.13,0.5841782846450806,85.14,99.18,1.3335823683550238e-05,34,7723.237748861313,29.032000064849854,569387409408.0,8976,8706.4208984375,1025916.1875
264,1.5083723771095277,0.5822551174163818,85.54,99.17,0.5840510613441467,85.6,99.18,1.3160058135028691e-05,34,7752.370558023453,28.92005681991577,571544103936.0,9010,8706.4169921875,1025913.375
265,1.5004648037910462,0.5809737476348877,85.55,99.2,0.5823753460884095,85.44,99.12,1.2988880807625922e-05,34,7781.514506340027,28.865482091903687,573700798464.0,9044,8706.423828125,1025911.4375
266,1.5107243494987488,0.5862890162467956,85.2,99.18,0.5875761650085449,85.0,99.21,1.2822310472864886e-05,34,7810.688097476959,28.95893692970276,575857492992.0,9078,8706.4248046875,1025909.4375
267,1.4993128752708436,0.5894881644248963,85.56,99.1,0.5899570492744446,85.28,99.14,1.2660365397059856e-05,34,7839.7124099731445,28.815490007400513,578014187520.0,9112,8706.4228515625,1025906.9375
268,1.489445848941803,0.5764519229888916,85.11,99.15,0.5771722164154053,85.07,99.07,1.2503063339313356e-05,34,7868.836246967316,28.9095401763916,580170882048.0,9146,8706.4287109375,1025905.75
269,1.510875286102295,0.5893356208801269,85.4,99.21,0.5894832893371582,85.36,99.11,1.2350421549568651e-05,34,7897.962742328644,28.916518688201904,582327576576.0,9180,8706.423828125,1025902.375
270,1.5083246965408326,0.5867085667610168,85.71,99.19,0.5878215261459351,85.55,99.17,1.2202456766718093e-05,34,7927.147857666016,28.97467875480652,584484271104.0,9214,8706.421875,1025900.375
271,1.5087797307014466,0.5834291091918945,85.15,99.2,0.5836520340919494,85.37,99.18,1.2059185216767544e-05,34,7956.383454322815,29.02337336540222,586640965632.0,9248,8706.416015625,1025897.75
272,1.5036526115417481,0.5920986000061035,85.29,99.13,0.5918004078865051,85.22,99.27,1.1920622611056975e-05,34,7985.574714422226,28.978599071502686,588797660160.0,9282,8706.4111328125,1025894.5
273,1.515283043384552,0.588664001750946,85.38,99.16,0.5889481121063233,85.26,99.15,1.1786784144537563e-05,34,8014.686530828476,28.898462295532227,590954354688.0,9316,8706.4072265625,1025891.8125
274,1.5124770793914795,0.5798217695236206,85.21,99.16,0.579548772907257,85.27,99.15,1.1657684494105385e-05,34,8043.80402302742,28.9058678150177,593111049216.0,9350,8706.40234375,1025889.6875
275,1.47316449136734,0.585682061290741,85.5,99.14,0.5860753338336945,85.54,99.16,1.1533337816991927e-05,34,8072.952498912811,28.942142248153687,595267743744.0,9384,8706.3984375,1025886.4375
276,1.5052067628860473,0.5897678943634033,85.41,99.22,0.5901461080551147,85.4,99.15,1.1413757749211602e-05,34,8102.096701622009,28.931678771972656,597424438272.0,9418,8706.3935546875,1025883.5625
277,1.499905316734314,0.5928983316421509,85.26,99.13,0.5921982974052429,85.24,99.12,1.1298957404066382e-05,34,8131.2877378463745,28.95766305923462,599581132800.0,9452,8706.3896484375,1025880.8125
278,1.5038623845100403,0.5849824827194214,85.55,99.25,0.5848692564964294,85.48,99.13,1.1188949370707787e-05,34,8160.467836141586,28.89693021774292,601737827328.0,9486,8706.3798828125,1025877.75
279,1.5035614045143126,0.5833170800209045,85.23,99.1,0.5831746870994567,85.39,99.1,1.1083745712756372e-05,34,8189.589745283127,28.912764310836792,603894521856.0,9520,8706.3720703125,1025874.5
280,1.495998385620117,0.5812267660140992,85.47,99.18,0.5825425025939941,85.3,99.13,1.098335796697875e-05,34,8218.755167245865,28.95136260986328,606051216384.0,9554,8706.365234375,1025871.375
281,1.4848233799934387,0.5838953315734863,85.58,99.15,0.583044359588623,85.76,99.15,1.0887797142022522e-05,34,8248.00862455368,29.04273223876953,608207910912.0,9588,8706.357421875,1025867.875
282,1.5135319531440734,0.5817462865829468,85.35,99.23,0.5838005989074707,85.6,99.14,1.0797073717209014e-05,34,8277.210687160492,28.988134384155273,610364605440.0,9622,8706.34375,1025864.25
