epoch,train_loss,train_acc1,eval_loss,eval_top1,eval_top5,test_loss,test_top1,test_top5,lr,Active layers,Total Training Time (s),Epoch Time (s),FLOPs,Layers,Spectral norm,Frobenius norm
139,1.7985502182006836,0,1.169065362739563,63.12,96.01,1.1685979305267333,63.04,96.32,6.0172171772179006e-05,1,3039.2243008613586,21.536806106567383,8900560896.0,140,298.1553955078125,36580.43359375
140,1.7707967205047608,0,1.1522542799949647,63.12,96.16,1.1502526485443114,63.81,96.3,5.970378084704442e-05,1,3060.777239561081,21.527833223342896,8963993088.0,141,298.25469970703125,36589.96484375
141,1.782723306274414,0,1.1622770301818848,63.4,95.88,1.1602780193328857,63.81,96.04,5.923487409933316e-05,1,3082.3523185253143,21.5447359085083,9027425280.0,142,298.31146240234375,36594.23828125
142,1.8215858167648316,0,1.1649980242729188,63.32,96.2,1.1635321649551391,63.84,96.18,5.8765502949954203e-05,1,3103.978005886078,21.60031485557556,9090857472.0,143,298.3536682128906,36597.83984375
143,1.7926780670166016,0,1.1656128830909729,63.48,95.91,1.1667501361846924,63.71,96.04,5.8295718870743426e-05,1,3125.652923107147,21.649494171142578,9154289664.0,144,298.4170837402344,36602.66796875
144,1.7829539840698243,0,1.1585632524490357,63.3,96.23,1.1570477333068847,63.8,96.4,5.782557337881911e-05,1,3147.3320145606995,21.65403461456299,9217721856.0,145,298.491455078125,36609.19921875
145,1.8069526008605956,0,1.1672081676483155,63.42,96.17,1.1656154125213622,64.37,96.02,5.735511803093248e-05,1,3168.8732652664185,21.517055988311768,9281154048.0,146,298.5313720703125,36611.5234375
146,1.7891234092712403,0,1.1583017948150636,63.17,96.21,1.1590944772720337,63.63,96.26,5.6884404417813995e-05,1,3190.432677745819,21.535391807556152,9344586240.0,147,298.6084289550781,36618.0625
147,1.7937954084396361,0,1.1581552645683288,62.91,95.9,1.1562823877334594,63.26,95.8,5.6413484158515766e-05,1,3211.956038236618,21.49954915046692,9408018432.0,148,298.67205810546875,36623.265625
148,1.785159587097168,0,1.147118311405182,63.47,96.22,1.1458216760635376,64.16,96.36,5.594240889475107e-05,1,3233.46742272377,21.48508071899414,9471450624.0,149,298.738037109375,36628.88671875
149,1.7805510068893433,0,1.1529145250320434,63.65,96.21,1.1519254726409913,63.92,96.3,5.547123028523106e-05,1,3255.0378482341766,21.54280710220337,9534882816.0,150,298.7975769042969,36633.40234375
150,1.7761944246292114,0,1.1470884528160095,62.99,96.22,1.1439255596160889,63.76,96.19,5.5e-05,1,3276.568770647049,21.50629496574402,9598315008.0,151,298.8865966796875,36641.55078125
151,1.77508775806427,0,1.1501793212890625,63.41,95.91,1.151489058113098,63.57,96.28,5.452876971476894e-05,1,3298.104773044586,21.4899742603302,9661747200.0,152,298.9547119140625,36647.421875
152,1.7815866872787476,0,1.143008890247345,63.58,96.33,1.1412865694046022,64.22,96.39,5.405759110524895e-05,1,3319.661209821701,21.530468940734863,9725179392.0,153,299.0086364746094,36651.34765625
153,1.7840768169403076,0,1.1475951006889342,63.45,96.13,1.1450555936813354,63.9,96.37,5.358651584148423e-05,1,3341.1835854053497,21.498549222946167,9788611584.0,154,299.0617370605469,36654.87890625
154,1.7846969507217407,0,1.1529424751281738,63.83,96.29,1.1490341581344605,64.16,96.26,5.3115595582186016e-05,1,3362.7021136283875,21.494050979614258,9852043776.0,155,299.10174560546875,36657.1015625
155,1.7678075498580932,0,1.1467699474334716,63.78,96.25,1.1444389186859132,64.12,96.29,5.264488196906753e-05,1,3384.2146866321564,21.486886024475098,9915475968.0,156,299.17230224609375,36662.97265625
156,1.7793656297683715,0,1.1418225994110107,63.53,96.25,1.1417540985107422,63.87,96.11,5.217442662118091e-05,1,3405.7459099292755,21.505356073379517,9978908160.0,157,299.23291015625,36666.90625
157,1.790650390815735,0,1.1433267205238342,63.81,96.13,1.1413346614837647,64.15,96.28,5.1704281129256584e-05,1,3427.309777021408,21.538373708724976,10042340352.0,158,299.27850341796875,36669.2734375
158,1.7877644195556641,0,1.144524063873291,64.0,96.24,1.1427563186645509,64.4,96.08,5.12344970500458e-05,1,3448.961052417755,21.627233505249023,10105772544.0,159,299.3212585449219,36671.7265625
159,1.789577599143982,0,1.1512246543884277,63.9,96.25,1.1482819763183594,64.21,96.36,5.076512590066686e-05,1,3470.5995268821716,21.61409831047058,10169204736.0,160,299.3609313964844,36673.7265625
160,1.7913395206451417,0,1.1479156674385071,63.23,96.15,1.144154305458069,64.05,96.34,5.0296219152955604e-05,1,3492.244961500168,21.621795654296875,10232636928.0,161,299.4194641113281,36677.9296875
161,1.7881777267456054,0,1.1488199674606323,63.75,96.46,1.1481018980026245,64.37,96.45,4.982782822782101e-05,1,3513.8377075195312,21.5381338596344,10296069120.0,162,299.45928955078125,36680.6484375
162,1.771576770401001,0,1.1361980394363402,63.72,96.26,1.135513846206665,64.45,96.17,4.9360004489606314e-05,1,3535.355668783188,21.49460196495056,10359501312.0,163,299.5515441894531,36689.703125
163,1.7787556531906128,0,1.1397237732887269,64.01,96.48,1.1377115854263307,65.11,96.46,4.889279924045631e-05,1,3556.951576948166,21.571753978729248,10422933504.0,164,299.59246826171875,36692.7265625
164,1.8041448287963868,0,1.1503503604888916,63.77,96.35,1.1508267038345337,64.18,96.23,4.8426263714691496e-05,1,3578.617438554764,21.624653339385986,10486365696.0,165,299.6205139160156,36693.63671875
165,1.7727241041183472,0,1.1411918372154235,63.39,96.16,1.140828322982788,64.09,96.27,4.7960449073189627e-05,1,3600.2441971302032,21.602150917053223,10549797888.0,166,299.6973876953125,36700.60546875
166,1.770001762008667,0,1.1442587303161622,64.02,96.25,1.142627918624878,64.33,96.38,4.7495406397775396e-05,1,3621.8335316181183,21.540059804916382,10613230080.0,167,299.75689697265625,36704.7578125
167,1.7847021701812744,0,1.1383209259986877,64.04,96.4,1.1384055589675903,64.57,96.67,4.703118668561876e-05,1,3643.4465050697327,21.58767795562744,10676662272.0,168,299.79180908203125,36706.66015625
168,1.7967307201385498,0,1.1441194502830505,64.0,96.42,1.145429817199707,64.79,96.18,4.65678408436424e-05,1,3665.0567667484283,21.584845066070557,10740094464.0,169,299.83251953125,36708.4609375
169,1.773953670501709,0,1.139652090072632,63.78,96.27,1.136728408241272,64.26,96.42,4.610541968293932e-05,1,3686.6601316928864,21.57787799835205,10803526656.0,170,299.88543701171875,36711.921875
170,1.8017832353591918,0,1.1437060141563415,63.67,96.27,1.1451675964355468,64.17,96.27,4.564397391320083e-05,1,3708.2602989673615,21.574433088302612,10866958848.0,171,299.9117126464844,36713.140625
171,1.7632587837219238,0,1.1386369630813598,64.17,96.32,1.1350216119766234,64.82,96.39,4.5183554137155586e-05,1,3729.8942482471466,21.608833074569702,10930391040.0,172,299.9908752441406,36719.65234375
172,1.7911053953170777,0,1.1416535723686219,64.06,96.18,1.142519870185852,64.36,96.31,4.47242108450205e-05,1,3751.494860649109,21.574363470077515,10993823232.0,173,300.0292663574219,36722.01953125
173,1.774573222732544,0,1.1353683072090148,64.5,96.17,1.1359617971420288,64.35,96.27,4.426599440896387e-05,1,3773.103702545166,21.583402395248413,11057255424.0,174,300.08880615234375,36726.6015625
174,1.7594692663192748,0,1.1325041100502014,63.92,96.38,1.1311514251708985,64.69,96.28,4.380895507758154e-05,1,3794.746211051941,21.617243766784668,11120687616.0,175,300.1640625,36733.74609375
175,1.7750940938949584,0,1.1397514108657838,64.37,96.39,1.1392360528945922,64.53,96.38,4.335314297038657e-05,1,3816.391355037689,21.620408535003662,11184119808.0,176,300.1993713378906,36735.90234375
176,1.7841134658813476,0,1.1364213911056518,64.63,96.27,1.135715270423889,64.84,96.38,4.289860807231306e-05,1,3837.9966650009155,21.578639030456543,11247552000.0,177,300.2386779785156,36738.61328125
177,1.7845042352676392,0,1.1371830181121827,64.55,96.31,1.1339803936004638,64.87,96.57,4.244540022823468e-05,1,3859.568536758423,21.548173904418945,11310984192.0,178,300.28253173828125,36741.67578125
178,1.7820297590255738,0,1.1354969641685486,63.91,96.17,1.1319068132400514,64.59,96.24,4.199356913749877e-05,1,3881.055581331253,21.462961435317993,11374416384.0,179,300.33587646484375,36745.859375
179,1.777645157623291,0,1.135362041091919,64.03,96.39,1.1353092555999755,64.39,96.14,4.1543164348476104e-05,1,3902.57785654068,21.472707271575928,11437848576.0,180,300.36749267578125,36746.96875
180,1.780944324684143,0,1.131353219795227,64.1,96.37,1.1295318758010864,64.58,96.44,4.109423525312737e-05,1,3924.050845384598,21.448177337646484,11501280768.0,181,300.4093017578125,36749.23828125
181,1.7794510854721068,0,1.1409852202415467,64.21,96.41,1.1422548934936523,64.37,96.52,4.0646831081586854e-05,1,3945.5917065143585,21.49754285812378,11564712960.0,182,300.4406433105469,36750.80078125
182,1.7858918090820313,0,1.139063499069214,64.34,96.32,1.1370967231750488,64.7,96.34,4.020100089676376e-05,1,3967.0837485790253,21.44044041633606,11628145152.0,183,300.46923828125,36751.09765625
183,1.7777956523895264,0,1.1332023051261901,64.29,96.19,1.1311633411407471,64.69,96.17,3.975679358896189e-05,1,3988.5571835041046,21.44703245162964,11691577344.0,184,300.5126647949219,36753.5703125
184,1.7873425611495972,0,1.1270720693588256,64.7,96.45,1.125384684753418,64.86,96.59,3.9314257870518325e-05,1,4010.049958705902,21.467432975769043,11755009536.0,185,300.5498046875,36756.11328125
185,1.7659104709625244,0,1.1307408673286439,64.15,96.08,1.1297502191543578,64.44,96.32,3.88734422704615e-05,1,4031.5724716186523,21.486647129058838,11818441728.0,186,300.5989074707031,36759.55078125
186,1.7748985137939453,0,1.130820654964447,64.72,96.37,1.1293255666732789,64.84,96.47,3.8434395129189505e-05,1,4053.114864587784,21.515839338302612,11881873920.0,187,300.63897705078125,36762.10546875
187,1.7738920444488526,0,1.128097121810913,64.51,96.28,1.12593734664917,64.66,96.58,3.799716459316898e-05,1,4074.709985256195,21.569971084594727,11945306112.0,188,300.69287109375,36766.0
188,1.7681401878356933,0,1.1234572611808777,64.61,96.64,1.1241288858413696,65.13,96.6,3.756179860965537e-05,1,4096.257595539093,21.495577096939087,12008738304.0,189,300.7286376953125,36767.83984375
189,1.7795497173309327,0,1.1360027111053468,64.21,96.28,1.1332799293518065,64.95,96.28,3.7128344921434866e-05,1,4117.850070953369,21.56778311729431,12072170496.0,190,300.75146484375,36768.59765625
190,1.7805986503601074,0,1.1331584386825562,64.42,96.16,1.1324949319839477,64.52,96.33,3.669685106158899e-05,1,4139.279748678207,21.405229330062866,12135602688.0,191,300.7960205078125,36771.37109375
191,1.7827380794525147,0,1.1258695096969604,64.93,96.33,1.1277985738754273,64.32,96.54,3.6267364348281956e-05,1,4160.7510278224945,21.446120262145996,12199034880.0,192,300.8253173828125,36773.23828125
192,1.7779664627075196,0,1.1270568714141846,64.98,96.6,1.1275873140335082,64.53,96.46,3.583993187957173e-05,1,4182.240274190903,21.441102504730225,12262467072.0,193,300.8599853515625,36775.23828125
193,1.7756608821868896,0,1.1303198947906494,64.62,96.42,1.1318586971282958,64.91,96.33,3.541460052824527e-05,1,4203.742784023285,21.478010892868042,12325899264.0,194,300.89752197265625,36777.7578125
194,1.7956731491088866,0,1.129255624103546,64.68,96.46,1.130771286392212,65.09,96.55,3.4991416936678275e-05,1,4225.196177005768,21.428987503051758,12389331456.0,195,300.91973876953125,36777.65234375
195,1.7612378002166749,0,1.1245893995285035,64.78,96.28,1.126441927909851,64.89,96.48,3.45704275117204e-05,1,4246.651073455811,21.427353382110596,12452763648.0,196,300.9723815917969,36782.27734375
196,1.7628699739456177,0,1.1179529126167298,64.82,96.39,1.121237170791626,64.96,96.47,3.415167841960624e-05,1,4268.187041282654,21.51021385192871,12516195840.0,197,301.0083923339844,36784.16015625
197,1.7803602966308594,0,1.1222554591178895,64.29,96.34,1.1234492614746094,64.59,96.25,3.3735215580892576e-05,1,4289.753534317017,21.541741609573364,12579628032.0,198,301.0341491699219,36784.52734375
198,1.7866502334594727,0,1.127743784046173,64.34,96.3,1.13044566822052,64.67,96.35,3.3321084665422807e-05,1,4311.304075956345,21.524964094161987,12643060224.0,199,301.0567626953125,36784.8125
199,1.7686710237503052,0,1.1211922764778137,64.67,96.56,1.1224652465820313,65.36,96.61,3.2909331087318666e-05,1,4332.90426158905,21.574132204055786,12706492416.0,200,301.0940246582031,36786.640625
200,1.7797447248458862,0,1.1308284297943114,64.12,96.22,1.1325412687301635,64.73,96.28,3.249999999999999e-05,1,4354.455302238464,21.526192665100098,12769924608.0,201,301.1299133300781,36789.09375
201,1.7767636407852172,0,1.1252441932678223,64.49,96.22,1.12802686958313,64.94,96.26,3.209313629123329e-05,1,4376.043350696564,21.542246103286743,12833356800.0,202,301.17120361328125,36792.20703125
202,1.7697824825286865,0,1.1264604113578796,64.67,96.42,1.1275369007110596,65.28,96.18,3.168878457820915e-05,1,4397.642840147018,21.575887203216553,12896788992.0,203,301.2060546875,36794.16015625
203,1.7623096555709838,0,1.119645707511902,64.5,96.66,1.1213456630706786,64.99,96.61,3.128698920264951e-05,1,4419.211325883865,21.544247150421143,12960221184.0,204,301.2447509765625,36797.27734375
204,1.765790613937378,0,1.12166618680954,64.94,96.18,1.123365860748291,64.77,96.31,3.088779422594516e-05,1,4440.831863641739,21.561382055282593,13023653376.0,205,301.2831115722656,36799.9453125
205,1.7649433345794678,0,1.1180338114738464,64.01,96.32,1.1188440883636475,64.66,96.5,3.04912434243238e-05,1,4462.426956892014,21.570907592773438,13087085568.0,206,301.32135009765625,36802.5234375
206,1.770274179458618,0,1.119883304977417,64.72,96.36,1.1207377603530884,65.02,96.58,3.0097380284049524e-05,1,4484.057414770126,21.580127954483032,13150517760.0,207,301.3420104980469,36803.21484375
207,1.7769543285369873,0,1.1236381182670594,64.65,96.46,1.12523243598938,64.98,96.44,2.9706247996654133e-05,1,4505.62997174263,21.54824471473694,13213949952.0,208,301.3666076660156,36804.44140625
208,1.7736873161315918,0,1.122794153690338,64.47,96.29,1.1254185445785523,64.9,96.41,2.9317889454200577e-05,1,4527.16641998291,21.51032519340515,13277382144.0,209,301.3930358886719,36805.51171875
209,1.7785883701324463,0,1.122753514957428,64.7,96.38,1.1227835563659667,65.22,96.64,2.893234724457945e-05,1,4548.742456674576,21.54974865913391,13340814336.0,210,301.4125671386719,36805.515625
210,1.7810660949707031,0,1.1140665184020997,64.58,96.37,1.11792964553833,65.17,96.47,2.8549663646838717e-05,1,4570.323192834854,21.556402683258057,13404246528.0,211,301.4410400390625,36807.54296875
211,1.7758389171600342,0,1.1209975958824159,64.72,96.48,1.1196733306884765,65.38,96.46,2.8169880626547284e-05,1,4591.911211013794,21.53752589225769,13467678720.0,212,301.46600341796875,36808.515625
212,1.7756516868591308,0,1.1252862144470215,64.17,96.25,1.1276230728149415,64.52,96.39,2.7793039831193136e-05,1,4613.490634918213,21.529165744781494,13531110912.0,213,301.4861145019531,36808.83203125
213,1.7701383787155152,0,1.1195633958816529,64.74,96.33,1.1219100959777832,64.77,96.43,2.741918258561607e-05,1,4635.030663967133,21.51606297492981,13594543104.0,214,301.5152587890625,36810.31640625
214,1.7708457418441772,0,1.120848314666748,64.58,96.44,1.1211358474731445,64.68,96.42,2.7048349887476037e-05,1,4656.605591773987,21.549219846725464,13657975296.0,215,301.5413818359375,36811.203125
215,1.761542751121521,0,1.1187560814857482,64.49,96.41,1.1198943914413453,64.87,96.31,2.6680582402757323e-05,1,4678.100836753845,21.469863176345825,13721407488.0,216,301.5753479003906,36813.88671875
216,1.7762367319107055,0,1.1203063731193543,65.03,96.5,1.1180751064300538,65.4,96.65,2.631592046130896e-05,1,4699.650861740112,21.523532152175903,13784839680.0,217,301.59637451171875,36814.93359375
217,1.7713792743682861,0,1.117264865398407,64.47,96.54,1.1169361793518067,65.02,96.51,2.5954404052422233e-05,1,4721.179539203644,21.503045558929443,13848271872.0,218,301.6274108886719,36817.18359375
218,1.7621765647888183,0,1.1231287415504456,64.85,96.43,1.1269637588500976,64.98,96.41,2.5596072820445268e-05,1,4742.720763683319,21.51533317565918,13911704064.0,219,301.6564636230469,36819.078125
219,1.7690879684448242,0,1.112047789287567,64.89,96.45,1.1108032094955445,65.51,96.73,2.524096606043566e-05,1,4764.306400537491,21.561244249343872,13975136256.0,220,301.6883239746094,36821.41796875
220,1.7694947860717773,0,1.1141289182662963,64.84,96.5,1.117854047012329,65.13,96.52,2.488912271385138e-05,1,4785.912206411362,21.57853364944458,14038568448.0,221,301.711669921875,36823.1328125
221,1.77623990650177,0,1.1174601512908935,64.93,96.48,1.1161242185592652,65.28,96.57,2.4540581364280276e-05,1,4807.46935915947,21.534284830093384,14102000640.0,222,301.7330627441406,36823.96875
222,1.775291234779358,0,1.116789167881012,64.91,96.53,1.1175345249176025,65.5,96.78,2.4195380233209008e-05,1,4829.038551092148,21.54448914527893,14165432832.0,223,301.7565612792969,36824.8671875
223,1.7847550582885743,0,1.1205458036422729,65.03,96.53,1.1213742193222045,65.2,96.57,2.38535571758317e-05,1,4850.62443113327,21.561909914016724,14228865024.0,224,301.7719421386719,36824.5390625
224,1.77426733379364,0,1.116990638923645,64.95,96.59,1.116658311843872,65.61,96.39,2.3515149676898552e-05,1,4872.202375173569,21.55362582206726,14292297216.0,225,301.7949523925781,36825.4765625
225,1.7738908683776855,0,1.1181714522361756,64.75,96.25,1.1207613981246949,65.05,96.44,2.3180194846605367e-05,1,4893.812054872513,21.585330724716187,14355729408.0,226,301.8197937011719,36827.25390625
226,1.7625036727905274,0,1.112731913661957,65.02,96.48,1.1133684019088745,65.29,96.45,2.284872941652386e-05,1,4915.3556163311005,21.519229412078857,14419161600.0,227,301.8492736816406,36828.84375
227,1.7562897272109985,0,1.112673941898346,64.78,96.42,1.1121538190841675,65.21,96.25,2.2520789735573704e-05,1,4936.9310965538025,21.550885677337646,14482593792.0,228,301.8772888183594,36830.30859375
228,1.765510263633728,0,1.1099131445884705,65.22,96.45,1.1078803255081178,65.57,96.49,2.2196411766036492e-05,1,4958.570151567459,21.614745140075684,14546025984.0,229,301.8947448730469,36830.8671875
229,1.7666466947555541,0,1.110292090511322,65.1,96.35,1.1086890361785888,65.61,96.55,2.1875631079611972e-05,1,4980.129252910614,21.53383159637451,14609458176.0,230,301.9140319824219,36831.5234375
230,1.7629812868118286,0,1.1112924510002136,65.2,96.61,1.1102395456314087,65.56,96.74,2.1558482853517253e-05,1,5001.57696723938,21.422334671020508,14672890368.0,231,301.9326477050781,36832.47265625
231,1.7646632482528686,0,1.114818459701538,64.57,96.37,1.1185761863708497,64.89,96.25,2.124500186662932e-05,1,5023.10632443428,21.503961086273193,14736322560.0,232,301.9475402832031,36832.3828125
232,1.7715836307525634,0,1.1119423696517945,65.05,96.59,1.1128269395828247,65.29,96.49,2.093522249567097e-05,1,5044.751291751862,21.62050223350525,14799754752.0,233,301.9602966308594,36832.26171875
233,1.7549487773895263,0,1.1095345061302184,65.03,96.44,1.111885375022888,65.28,96.46,2.06291787114411e-05,1,5066.291694879532,21.51636791229248,14863186944.0,234,301.9884948730469,36834.14453125
234,1.7717416709899902,0,1.1124437997817993,65.15,96.45,1.112115038871765,65.74,96.47,2.0326904075089492e-05,1,5087.867985486984,21.5484561920166,14926619136.0,235,302.0062255859375,36834.984375
235,1.772206302833557,0,1.1120963005065918,65.14,96.4,1.1129529842376709,65.56,96.57,2.0028431734436313e-05,1,5109.449061393738,21.556177377700806,14990051328.0,236,302.0290222167969,36836.3671875
236,1.765692526245117,0,1.11151306180954,65.16,96.43,1.1115403503417969,65.35,96.45,1.9733794420337214e-05,1,5130.97643494606,21.504353761672974,15053483520.0,237,302.0516662597656,36837.546875
237,1.7675143314361572,0,1.1051577377319335,65.48,96.64,1.109082760810852,65.66,96.69,1.9443024443093942e-05,1,5152.401748657227,21.40071415901184,15116915712.0,238,302.06689453125,36837.93359375
238,1.7736856203079223,0,1.1104525317192078,65.07,96.46,1.1107237211227416,65.53,96.64,1.915615368891117e-05,1,5173.848121881485,21.4197039604187,15180347904.0,239,302.0783996582031,36838.51953125
239,1.7692069704055786,0,1.1121889101028442,64.78,96.5,1.1119291080474853,65.15,96.44,1.8873213616399855e-05,1,5195.303150892258,21.43116021156311,15243780096.0,240,302.1006774902344,36839.68359375
240,1.7584336038589476,0,1.1081102118492125,65.47,96.53,1.1072401723861693,65.69,96.74,1.859423525312737e-05,1,5216.76066493988,21.431482315063477,15307212288.0,241,302.12359619140625,36841.0390625
241,1.7675601638793945,0,1.1129096106529235,64.81,96.49,1.1137388996124267,65.23,96.52,1.831924919221506e-05,1,5238.2356922626495,21.4486882686615,15370644480.0,242,302.1377258300781,36841.4609375
242,1.7675152740478515,0,1.111058385848999,65.29,96.55,1.114161434173584,65.26,96.57,1.804828558898332e-05,1,5259.694062709808,21.43290090560913,15434076672.0,243,302.1542663574219,36842.12109375
243,1.7651429643630983,0,1.1090362174987793,65.21,96.65,1.111519072151184,65.5,96.53,1.7781374157644715e-05,1,5281.159726142883,21.440504550933838,15497508864.0,244,302.1707763671875,36842.890625
244,1.750871487236023,0,1.105458710861206,65.57,96.62,1.1056965368270875,65.61,96.64,1.7518544168045528e-05,1,5302.635378599167,21.450135946273804,15560941056.0,245,302.1938171386719,36844.26953125
245,1.7840927671432496,0,1.114386992931366,65.18,96.5,1.113458257484436,65.48,96.45,1.7259824442455923e-05,1,5324.115309476852,21.455286026000977,15624373248.0,246,302.20025634765625,36843.76953125
246,1.7672508800506592,0,1.1120943215370178,65.16,96.49,1.1139676959991456,65.34,96.41,1.7005243352409324e-05,1,5345.6060791015625,21.465978622436523,15687805440.0,247,302.2171325683594,36844.390625
247,1.7745080894470215,0,1.1092598294258118,65.17,96.38,1.109177067565918,65.73,96.49,1.6754828815591133e-05,1,5367.020010948181,21.389353275299072,15751237632.0,248,302.2254638671875,36843.88671875
248,1.7734718212127685,0,1.114316658115387,65.43,96.55,1.1164530052185058,65.65,96.44,1.6508608292777204e-05,1,5388.4799818992615,21.43303418159485,15814669824.0,249,302.23284912109375,36843.41796875
249,1.7627557390213013,0,1.1062955547332765,65.2,96.56,1.1062884031295777,65.69,96.61,1.6266608784822544e-05,1,5409.986386060715,21.479416608810425,15878102016.0,250,302.2550354003906,36844.703125
250,1.752675220298767,0,1.1054730688095094,65.41,96.54,1.1053901399612427,65.58,96.49,1.602885682970027e-05,1,5431.456394910812,21.444700002670288,15941534208.0,251,302.2711181640625,36845.33203125
251,1.759999560546875,0,1.106490140247345,65.08,96.41,1.1074366960525512,65.25,96.47,1.5795378499591472e-05,1,5452.927355766296,21.44332480430603,16004966400.0,252,302.2817077636719,36844.97265625
252,1.7625755907058716,0,1.1057438126564025,65.5,96.58,1.1056192476272584,65.5,96.5,1.556619939802614e-05,1,5474.438565969467,21.482447147369385,16068398592.0,253,302.2906188964844,36844.8828125
253,1.757291637802124,0,1.1029092510223388,65.17,96.49,1.102639686203003,65.64,96.51,1.5341344657075355e-05,1,5495.929555654526,21.463429927825928,16131830784.0,254,302.3059387207031,36845.375
254,1.7543653116226197,0,1.1053857769966124,65.35,96.57,1.1066179544448853,65.74,96.69,1.5120838934595337e-05,1,5517.397902727127,21.443552017211914,16195262976.0,255,302.3132629394531,36845.0390625
255,1.7718845571517945,0,1.111508931159973,65.4,96.44,1.109088408279419,65.38,96.47,1.490470641152345e-05,1,5538.893733024597,21.471068859100342,16258695168.0,256,302.3157043457031,36843.87109375
256,1.7555825983047486,0,1.1032597074508668,65.3,96.56,1.1048190656661987,65.74,96.47,1.469297078922643e-05,1,5560.272818803787,21.344592094421387,16322127360.0,257,302.3398742675781,36845.62109375
257,1.7706125522613525,0,1.102604246044159,65.48,96.76,1.1034902551651,65.7,96.69,1.4485655286901294e-05,1,5581.734233379364,21.434845209121704,16385559552.0,258,302.35284423828125,36846.3515625
258,1.7707951292037964,0,1.1031394729614257,65.72,96.76,1.1040762632369996,65.82,96.57,1.428278263902913e-05,1,5603.139068603516,21.38021183013916,16448991744.0,259,302.36529541015625,36846.94140625
259,1.7769320850372314,0,1.1058331085205078,65.42,96.5,1.104306876373291,65.77,96.67,1.4084375092881918e-05,1,5624.570092916489,21.406180143356323,16512423936.0,260,302.37823486328125,36847.38671875
260,1.7638657751083373,0,1.1071637475967406,64.77,96.63,1.1111293550491332,65.44,96.52,1.3890454406082966e-05,1,5645.951339483261,21.355754375457764,16575856128.0,261,302.39691162109375,36848.734375
261,1.7680631143569947,0,1.1086049750328064,65.35,96.74,1.1085454013824463,65.87,96.65,1.3701041844220859e-05,1,5667.38422369957,21.40849280357361,16639288320.0,262,302.4080810546875,36849.1328125
262,1.7644004962921143,0,1.1027128170967102,65.26,96.52,1.1061745714187623,65.88,96.56,1.3516158178517472e-05,1,5688.803604125977,21.394479751586914,16702720512.0,263,302.42822265625,36850.78515625
263,1.7810615936279297,0,1.1092669868469238,65.49,96.67,1.109739476585388,65.85,96.55,1.3335823683550238e-05,1,5710.2438271045685,21.416121006011963,16766152704.0,264,302.43597412109375,36851.05859375
264,1.778096766090393,0,1.1064349113464356,65.19,96.61,1.1057324975967406,65.74,96.68,1.3160058135028691e-05,1,5731.689499139786,21.42136549949646,16829584896.0,265,302.447509765625,36851.39453125
265,1.770576533126831,0,1.10721972990036,65.33,96.58,1.1085130905151368,65.57,96.58,1.2988880807625922e-05,1,5753.207612991333,21.4161958694458,16893017088.0,266,302.4584045410156,36851.92578125
266,1.774171330833435,0,1.108721133518219,65.63,96.88,1.1093819820404052,65.74,96.63,1.2822310472864886e-05,1,5774.657864809036,21.42099952697754,16956449280.0,267,302.4696044921875,36852.36328125
267,1.7763249826431275,0,1.1068162051200867,65.28,96.46,1.1079249109268188,65.38,96.62,1.2660365397059856e-05,1,5796.079520940781,21.397045135498047,17019881472.0,268,302.483154296875,36853.2109375
268,1.7608474124908446,0,1.1031670890808105,65.37,96.66,1.1056311809539794,65.53,96.53,1.2503063339313356e-05,1,5817.500380516052,21.39438271522522,17083313664.0,269,302.5032958984375,36854.7734375
269,1.7648002946853638,0,1.1057101140022279,65.36,96.57,1.1055512996673584,65.58,96.58,1.2350421549568651e-05,1,5838.95242857933,21.42747688293457,17146745856.0,270,302.5135192871094,36855.19921875
270,1.761103094291687,0,1.101296296977997,65.75,96.66,1.1023581520080565,65.58,96.69,1.2202456766718093e-05,1,5860.457759380341,21.479949951171875,17210178048.0,271,302.52496337890625,36855.70703125
271,1.7634180362701417,0,1.1036279606819153,65.51,96.64,1.105789820289612,65.62,96.59,1.2059185216767544e-05,1,5881.922205924988,21.43964695930481,17273610240.0,272,302.5355529785156,36856.14453125
272,1.7637339323043824,0,1.107651222896576,65.34,96.6,1.1086664381027223,65.36,96.52,1.1920622611056975e-05,1,5903.468358039856,21.52181363105774,17337042432.0,273,302.54913330078125,36856.96875
273,1.7624966499328614,0,1.106529168319702,65.29,96.38,1.1081249382019043,65.93,96.55,1.1786784144537563e-05,1,5925.041563272476,21.548017024993896,17400474624.0,274,302.5611877441406,36857.69921875
274,1.7656801851272583,0,1.1045126656532287,65.37,96.55,1.1053396156311035,65.47,96.43,1.1657684494105385e-05,1,5946.62611913681,21.5603129863739,17463906816.0,275,302.5700378417969,36857.7890625
275,1.7630778970718384,0,1.1031447840690614,65.51,96.54,1.10405763130188,66.08,96.48,1.1533337816991927e-05,1,5968.196025133133,21.543731451034546,17527339008.0,276,302.5802307128906,36858.03515625
276,1.7681920444488526,0,1.1050061327934264,65.76,96.58,1.1072991720199585,65.54,96.53,1.1413757749211602e-05,1,5989.6760132312775,21.455082178115845,17590771200.0,277,302.5898742675781,36858.3515625
277,1.7393245721817017,0,1.1032987414360047,65.46,96.51,1.1047453468322754,65.77,96.45,1.1298957404066382e-05,1,6011.180214166641,21.479557514190674,17654203392.0,278,302.6070251464844,36859.52734375
